,area,begin-area,country,disambiguation,end-area,gender,id,ipi,ipi-list,isni-list,life-span,name,sort-name,type
1024,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Colorado Springs', 'id': '6833b340-b82b-4ce6-9434-dad8da899c28', 'name': 'Colorado Springs'}",US,,,Female,8951c87f-f730-4247-b442-52ed14ad6a97,,,['0000000055201185'],{'begin': '1973-10-24'},Laura Veirs,"Veirs, Laura",Person
1025,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Coral Springs', 'id': '020d6a9a-c8f2-42f2-9a7f-8aff8521ae61', 'name': 'Coral Springs'}",US,,,,6acb932e-840d-47ac-8e0d-725ad8a6e52c,,,['000000011089339X'],{'begin': '1997'},New Found Glory,New Found Glory,Group
1026,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Portland', 'id': '2b748d6e-bc1c-4434-9f7b-ecd6332bc557', 'name': 'Portland'}",US,,,,5f572b31-8fd9-45ae-9beb-358c98d839df,,,['0000000123146449'],{'begin': '1994'},The Dandy Warhols,"Dandy Warhols, The",Group
1027,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Minneapolis', 'id': '3e80aaa7-9b71-450f-8147-0ecf101d8f1a', 'name': 'Minneapolis'}",US,“The Artist Formerly Known as…”,"{'sort-name': 'Chanhassen', 'id': 'cac242a2-9fa1-476a-a160-0812e08aec4f', 'name': 'Chanhassen'}",Male,070d193a-845c-479f-980e-bef15710653e,00045620792,"['00045620792', '00052210040', '00334284961']",['0000000120964892'],"{'ended': 'true', 'begin': '1958-06-07', 'end': '2016-04-21'}",Prince,Prince,Person
1028,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Buffalo', 'id': '7e5e7fd7-c1eb-4cb8-87e2-fb1c0eda9e48', 'name': 'Buffalo'}",US,,,Female,a7bdc71f-697a-45d9-92b2-a01fbbe50272,,,['0000000114885215'],{'begin': '1970-09-23'},Ani DiFranco,"DiFranco, Ani",Person
1029,"{'sort-name': '[Worldwide]', 'id': '525d4e18-3d00-31b9-a58b-a146a916de8f', 'name': '[Worldwide]', 'iso-3166-1-code-list': ['XW']}",,XW,"Special Purpose Artist - Do not add releases here, if possible.",,,125ec42a-7229-4250-afc5-e057484327fe,00288936400,['00288936400'],,,[unknown],[unknown],Other
1030,"{'sort-name': 'Finland', 'id': '6a264f94-6ff1-30b1-9a81-41f7bfabd616', 'name': 'Finland', 'iso-3166-1-code-list': ['FI']}",,FI,,"{'sort-name': 'Helsinki', 'id': '39d62198-1e76-4de4-b079-e86e3a393bbc', 'name': 'Helsinki'}",,ac1dd50d-9f23-4c9a-8fc7-f2d6b03a5c5d,,,,"{'ended': 'true', 'begin': '2002', 'end': '2013-10-27'}",PMMP,PMMP,Group
1031,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'San Francisco', 'id': '83f22bb6-4631-443c-bace-9fae8540362a', 'name': 'San Francisco'}",US,,,,381e8434-109a-439c-8acc-5d328359f2e0,,,['0000000121673026'],{'begin': '1990'},The Brian Jonestown Massacre,"Brian Jonestown Massacre, The",Group
1032,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Ann Arbor', 'id': 'a1bb8b02-0496-4cfa-a771-2482e55451af', 'name': 'Ann Arbor'}",US,,,,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,,,,{'begin': '1967'},The Stooges,"Stooges, The",Group
1033,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Brighton', 'id': '16fe6dbc-b7aa-4935-a150-5d90660af8a5', 'name': 'Brighton'}",GB,,,,41a94033-8b12-4c60-a22c-38c78801e363,,,,{'begin': '2000'},Fujiya & Miyagi,Fujiya & Miyagi,Group
1034,"{'sort-name': 'Canada', 'id': '71bbafaa-e825-3e15-8ca9-017dcad1748b', 'name': 'Canada', 'iso-3166-1-code-list': ['CA']}","{'sort-name': 'Toronto', 'id': '74b24e62-d2fe-42d2-9d96-31f2da756c77', 'name': 'Toronto'}",CA,,,,882d41ca-194d-405a-bfc5-b698ccfd77b4,,,,{'begin': '1996-01'},Do Make Say Think,Do Make Say Think,Group
1035,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}","{'sort-name': 'Lund', 'id': 'b7e60f9a-4c25-43e3-95ff-c73b9bac93e6', 'name': 'Lund'}",SE,,,,e664d1cd-23ab-48d5-b8fa-e98485daa5be,,,,{'begin': '1995'},The Radio Dept.,"Radio Dept., The",Group
1036,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}",,SE,"Swedish hip hop, previously known as Looptroop",,,64968147-b61a-4954-a5d6-1d4d903be99d,,,,{'begin': '1992'},Looptroop Rockers,Looptroop Rockers,Group
1037,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}",GB,,,,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,,,['0000000112090777'],{'begin': '1967'},Fleetwood Mac,Fleetwood Mac,Group
1038,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'San Diego', 'id': '82f3a697-ba65-404d-a1ed-360147af7d10', 'name': 'San Diego'}",US,American metal band - Payable on Death,,,57e79d57-b795-475e-9fa2-5dd9d5513b8c,,,['0000000115268024'],{'begin': '1992'},P.O.D.,P.O.D.,Group
1039,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}","{'sort-name': 'Berlin', 'iso-3166-2-code-list': ['DE-BE'], 'id': 'c9ac1239-e832-41bc-9930-e252a1fd1105', 'name': 'Berlin'}",DE,,,,a9b88ebb-83aa-4ef7-b674-fabeb572c14e,,,,{'begin': '1995'},Beatsteaks,Beatsteaks,Group
1040,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}",GB,British electronic project,,,369fbad4-6fa4-4dae-9842-a69826cd359d,,,['0000000115040855'],{'begin': '1989'},Leftfield,Leftfield,Group
1041,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Los Angeles', 'id': '1f40c6e1-47ba-4e35-996f-fe6ee5840e62', 'name': 'Los Angeles'}",US,,,,e1564e98-978b-4947-8698-f6fd6f8b0181,,,,{'begin': '2005'},Fort Minor,Fort Minor,Group
1042,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Seattle', 'id': '10adc6b5-63bf-4b4e-993e-ed83b05c22fc', 'name': 'Seattle'}",US,,"{'sort-name': 'Kensington', 'id': 'a37eca4d-c1e2-48a3-bcba-61796db97ebf', 'name': 'Kensington'}",Male,06fb1c8b-566e-4cb2-985b-b467c90781d4,00041212145,['00041212145'],['0000000110259073'],"{'ended': 'true', 'begin': '1942-11-27', 'end': '1970-09-18'}",Jimi Hendrix,"Hendrix, Jimi",Person
1043,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Sioux Falls', 'id': 'ae1c6bc3-a525-420c-af54-692b449e8edb', 'name': 'Sioux Falls'}",US,,,,98091205-c85e-49b0-954b-d84dab308138,,,,{'begin': '2002'},The Spill Canvas,"Spill Canvas, The",Group
1044,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}",,SE,,,,3869dbb7-da0c-455f-ad74-332a9d35d016,,,,{'begin': '2002'},Slagsmålsklubben,Slagsmålsklubben,Group
1045,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'New York', 'id': '74e50e58-5deb-4b99-93a2-decbb365c07f', 'name': 'New York'}",US,,"{'sort-name': 'San Francisco', 'id': '83f22bb6-4631-443c-bace-9fae8540362a', 'name': 'San Francisco'}",,ec88cdc3-0517-4951-b5ef-7323e7316db0,,,,"{'ended': 'true', 'begin': '1988', 'end': '1996'}",Jawbreaker,Jawbreaker,Group
1046,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Long Branch', 'id': 'bb0af2e9-6ae0-4c4f-b729-c8d6444d6380', 'name': 'Long Branch'}",US,,,Male,70248960-cb53-4ea4-943a-edb18f7d336f,00076333277,['00076333277'],['0000000121418834'],{'begin': '1949-09-23'},Bruce Springsteen,"Springsteen, Bruce",Person
1047,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Ridgewood', 'id': '53d70a46-8eb3-4deb-b020-a2c17e8f34ef', 'name': 'Ridgewood'}",US,,,,b4946461-dacb-4aa9-a77c-7b3231317794,,,,{'begin': '2002'},Senses Fail,Senses Fail,Group
1048,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Bolton', 'iso-3166-2-code-list': ['GB-BOL'], 'id': '049474c1-b631-481b-8b59-129214f4ded3', 'name': 'Bolton'}",GB,,,,31e9c35b-2675-4632-8596-f9bd9286f6c8,,,['0000000115236663'],{'begin': '1976'},Buzzcocks,Buzzcocks,Group
1049,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}","{'sort-name': 'Gothenburg', 'id': '8f6c316e-9924-48ea-967b-16757dd82399', 'name': 'Gothenburg'}",SE,,,,31745282-b1ea-4d62-939f-226b14d68e7c,,,,{'begin': '1990'},In Flames,In Flames,Group
1050,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Springfield', 'id': '712d64d0-5978-4b60-9126-0a47f7b2e563', 'name': 'Springfield'}",US,,,,4f8b7186-b2a2-40db-97ae-6e1cd46d57b1,,,,{'begin': '1998'},All That Remains,All That Remains,Group
1051,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Salford', 'id': 'f61848ab-0ba0-4534-8b71-d9c7c03e854c', 'name': 'Salford'}",GB,,,,e618770f-e994-41c3-856f-1eedf56b6d74,,,['0000000123695253'],{'begin': '2007-12'},The Ting Tings,"Ting Tings, The",Group
1052,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Manchester', 'iso-3166-2-code-list': ['GB-MAN'], 'id': '852531bf-3410-401f-b432-9c3157a386b9', 'name': 'Manchester'}",GB,,,,b5fa29f1-6c22-4321-a488-b5f363b06b06,,,,{'begin': '1984'},The Stone Roses,"Stone Roses, The",Group
1053,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Bloomington', 'id': '6f02f729-af8b-485f-902a-da3ac6c09de3', 'name': 'Bloomington'}",US,,,,115eda90-a9f4-4437-9e4d-513daa0d5f35,,,,{'begin': '2000'},Murder by Death,Murder by Death,Group
1054,"{'sort-name': 'Australia', 'id': '106e0bec-b638-3b37-b731-f53d507dc00e', 'name': 'Australia', 'iso-3166-1-code-list': ['AU']}","{'sort-name': 'Melbourne', 'id': 'b4e9352c-8edf-4911-8fa3-e852afa30501', 'name': 'Melbourne'}",AU,,,Female,2fddb92d-24b2-46a5-bf28-3aed46f4684c,00165433375,['00165433375'],['0000000080162464'],{'begin': '1968-05-28'},Kylie Minogue,"Minogue, Kylie",Person
1055,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Bournemouth', 'id': 'e7316723-22d9-4472-8a81-5c89425923ae', 'name': 'Bournemouth'}",GB,,,,c8fb45c8-b3da-422d-a6db-73ac2ee56f77,,,['0000000106705034'],{'begin': '2004'},Air Traffic,Air Traffic,Group
1056,"{'sort-name': 'Canada', 'id': '71bbafaa-e825-3e15-8ca9-017dcad1748b', 'name': 'Canada', 'iso-3166-1-code-list': ['CA']}","{'sort-name': 'Vancouver', 'id': '6ccc62d1-bdd8-4f08-8fae-bfaa5310e5ef', 'name': 'Vancouver'}",CA,Canadian trance/electronic/ambient band,,,4279aba0-1bde-40a9-8fb2-c63d165dc554,,,['0000000115203749'],{'begin': '1986'},Delerium,Delerium,Group
1057,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Nottingham', 'iso-3166-2-code-list': ['GB-NGM'], 'id': 'f988aff4-5221-4b36-9174-befec694f906', 'name': 'Nottingham'}",GB,,,,4306a798-e2f8-4192-9a45-2fd41cdae60c,,,,{'begin': '1991'},Tindersticks,Tindersticks,Group
1058,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Westminster', 'iso-3166-2-code-list': ['GB-WSM'], 'id': '48d08ee1-db45-4566-bb1d-c47ab6dbaf98', 'name': 'Westminster'}",GB,,,,f98711e5-06f7-43ed-8239-da0f61a9c460,,,['0000000106648340'],"{'ended': 'true', 'begin': '1975', 'end': '1987'}",The Alan Parsons Project,"Parsons, Alan, The, Project",Group
1059,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Haverhill', 'id': '156ca867-6674-4bae-9be9-2b4a60ced500', 'name': 'Haverhill'}",US,,,Male,c995a379-60b9-404b-bd97-a7e2de0751d3,00334326680,"['00334326680', '00339537045']",['0000000078410246'],{'begin': '1965-01-12'},Rob Zombie,"Zombie, Rob",Person
1060,"{'sort-name': 'Canada', 'id': '71bbafaa-e825-3e15-8ca9-017dcad1748b', 'name': 'Canada', 'iso-3166-1-code-list': ['CA']}","{'sort-name': 'Winnipeg', 'id': '35307acf-aba0-4ca7-9df6-b9398d873a8f', 'name': 'Winnipeg'}",CA,,,,6d152109-c447-446d-9a06-3621c920bebd,,,,{'begin': '2000'},Comeback Kid,Comeback Kid,Group
1061,"{'sort-name': 'Canada', 'id': '71bbafaa-e825-3e15-8ca9-017dcad1748b', 'name': 'Canada', 'iso-3166-1-code-list': ['CA']}","{'sort-name': 'Ontario', 'iso-3166-2-code-list': ['CA-ON'], 'id': '2747553f-b44d-44c4-a7c3-b67412b6f10b', 'name': 'Ontario'}",CA,,,,fd429857-5ace-4609-ae54-1502c3bdac11,,,['0000000123147433'],{'begin': '1993'},Billy Talent,Billy Talent,Group
1062,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}",GB,,,Male,1a99cc88-aea3-4fe3-96b9-20791667f65f,,,['0000000078433165'],{'begin': '1984-09-18'},Dizzee Rascal,Dizzee Rascal,Person
1063,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'San Marcos', 'id': 'e0fd7c09-b78e-43c3-a733-0331f081e048', 'name': 'San Marcos'}",US,,,,9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,,,,{'begin': '2005'},This Will Destroy You,This Will Destroy You,Group
1064,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Chicago', 'id': '29a709d8-0320-493e-8d0c-f2c386662b7f', 'name': 'Chicago'}",US,,,,606bf117-494f-4864-891f-09d63ff6aa4b,,,['0000000090215531'],{'begin': '1999'},Rise Against,Rise Against,Group
1065,"{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}","{'sort-name': 'Dublin', 'id': '462e7952-4fa9-43cd-bc24-2c5c9cd5dd47', 'name': 'Dublin'}",,,,,4c98aa1b-34eb-4336-987f-5e50aa059c00,,,,{'begin': '2001'},The Script,"Script, The",Group
1066,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'St. Louis', 'id': '759f9567-9107-40ef-a825-e57824a62e70', 'name': 'St. Louis'}",US,,"{'sort-name': 'St. Charles', 'id': '9acd8e7d-dafe-4b92-9178-b26baf092ac0', 'name': 'St. Charles'}",Male,592a3b6d-c42b-4567-99c9-ecf63bd66499,00000896007,"['00000896007', '00002948497']",['0000000083988253'],"{'ended': 'true', 'begin': '1926-10-18', 'end': '2017-03-18'}",Chuck Berry,"Berry, Chuck",Person
1067,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Vista', 'id': '427777ae-ed85-430d-b733-72008052890b', 'name': 'Vista'}",US,,,,365144f7-85af-4c83-b24b-b1d0b26160bb,,,['0000000115373983'],{'begin': '1989'},Nickel Creek,Nickel Creek,Group
1068,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}","{'sort-name': 'Stockholm', 'id': '1127ddc2-eab3-4662-8718-6adbdeea3b10', 'name': 'Stockholm'}",SE,,,,32a83250-7e26-422d-b9ac-f4564343e9ce,,,['0000000121919583'],{'begin': '1999'},Peter Bjorn and John,Peter Bjorn and John,Group
1069,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'San Francisco', 'id': '83f22bb6-4631-443c-bace-9fae8540362a', 'name': 'San Francisco'}",US,,,,ce886f30-8b8f-4cc8-b854-3749291350fd,,,,{'begin': '2000'},Deltron 3030,Deltron 3030,Group
1070,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}",,US,,,,bc641be9-ca36-4c61-9394-5230433f6646,,,,{'begin': '1997'},Liquid Tension Experiment,Liquid Tension Experiment,Group
1071,"{'sort-name': 'Spain', 'id': '471c46a7-afc5-31c4-923c-d0444f5053a4', 'name': 'Spain', 'iso-3166-1-code-list': ['ES']}","{'sort-name': 'Granada', 'id': '66ae1ad4-d9df-4213-9447-14eb1298700d', 'name': 'Granada'}",ES,,,,6f28b158-4d1a-4f31-9339-7f381e3c4ee1,,,,{'begin': '1990'},Los Planetas,"Planetas, Los",Group
1072,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'New York', 'id': '74e50e58-5deb-4b99-93a2-decbb365c07f', 'name': 'New York'}",US,"American duo, formed in New York City in 1999",,,1270af14-9c17-4400-8ebb-3f0ac40dcfb0,,,['0000000114990744'],"{'ended': 'true', 'begin': '1999', 'end': '2012'}",The Books,"Books, The",Group
1073,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Escatawpa', 'id': '53b664c9-1b86-456e-bd52-662080e7f135', 'name': 'Escatawpa'}",US,,,,2386cd66-e923-4e8e-bf14-2eebe2e9b973,,,,{'begin': '1996'},3 Doors Down,3 Doors Down,Group
1074,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Los Angeles', 'id': '1f40c6e1-47ba-4e35-996f-fe6ee5840e62', 'name': 'Los Angeles'}",US,,"{'sort-name': 'Santa Barbara', 'id': 'f12f47f9-daf9-4eec-a30e-e8a9e9bd4124', 'name': 'Santa Barbara'}",Male,679ec43c-bc04-4bb0-b619-2da702a214ba,00076160186,['00076160186'],['0000000121196004'],"{'ended': 'true', 'begin': '1953-08-14', 'end': '2015-06-22'}",James Horner,"Horner, James",Person
1075,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}","{'sort-name': 'Mj\xc3\xb6lby', 'id': 'f401bafb-2870-4869-bf29-497d3b6391ee', 'name': 'Mj\xc3\xb6lby'}",SE,,,,342e72d6-e350-42c4-814a-3fe1801e65f5,,,,{'begin': '2000'},Falconer,Falconer,Group
1076,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}",,US,"Special Purpose Artist - Do not add releases here, if possible.",,,66ea0139-149f-4a0c-8fbf-5ea9ec4a6e49,,,,"{'ended': 'true', 'begin': '1989', 'end': '1989'}",[Disney],[Disney],Other
1077,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Los Angeles', 'id': '1f40c6e1-47ba-4e35-996f-fe6ee5840e62', 'name': 'Los Angeles'}",US,,,,c71abd83-9d66-4c7b-9f0d-c9c36e85a955,,,,{'begin': '1992'},Dilated Peoples,Dilated Peoples,Group
1078,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}",GB,,,,9403a688-503e-464e-bb37-84626c57bb42,,,['0000000123421279'],{'begin': '1995'},Kula Shaker,Kula Shaker,Group
1079,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Lincoln', 'id': '11c4099a-ff61-45a3-ada4-23ac7a25d111', 'name': 'Lincoln'}",US,,,,183d6ef6-e161-47ff-9085-063c8b897e97,,,['0000000121054882'],{'begin': '1982'},They Might Be Giants,They Might Be Giants,Group
1080,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Seattle', 'id': '10adc6b5-63bf-4b4e-993e-ed83b05c22fc', 'name': 'Seattle'}",US,,,Female,ccd4426f-aef3-48e3-b04e-2e1de3d1f8d6,,,['0000000055240512'],{'begin': '1984-12-23'},A Fine Frenzy,"Fine Frenzy, A",Person
1081,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Birmingham', 'iso-3166-2-code-list': ['GB-BIR'], 'id': '226c4dca-ef2a-4d4b-ba25-4118d116557a', 'name': 'Birmingham'}",GB,,"{'sort-name': 'Birmingham', 'iso-3166-2-code-list': ['GB-BIR'], 'id': '226c4dca-ef2a-4d4b-ba25-4118d116557a', 'name': 'Birmingham'}",,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,,,['0000000123694269'],"{'ended': 'true', 'begin': '1969', 'end': '2017-02-04'}",Black Sabbath,Black Sabbath,Group
1082,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Havering', 'iso-3166-2-code-list': ['GB-HAV'], 'id': 'b60bfcef-e8b5-4e56-b229-d5f4cd9fc1c5', 'name': 'Havering'}",GB,,,Female,328d146c-79f1-4eb6-9e40-8ee5710c14e5,00263218578,"['00263218578', '00263218774']",['0000000078404022'],{'begin': '1977-12-09'},Imogen Heap,"Heap, Imogen",Person
1083,"{'sort-name': 'Canada', 'id': '71bbafaa-e825-3e15-8ca9-017dcad1748b', 'name': 'Canada', 'iso-3166-1-code-list': ['CA']}","{'sort-name': 'Montreal', 'disambiguation': 'city', 'id': 'c3cc624e-b963-49cf-ad0b-e318cb341963', 'name': 'Montreal'}",CA,"electronic/disco duo, Dave 1 and P-Thugg",,,647221d0-f6b1-4e03-924c-c59b8059536f,,,['0000000110868127'],{'begin': '2001'},Chromeo,Chromeo,Group
1084,"{'sort-name': 'Italy', 'id': 'c6500277-9a3d-349b-bf30-41afdbf42add', 'name': 'Italy', 'iso-3166-1-code-list': ['IT']}","{'sort-name': 'Milano', 'iso-3166-2-code-list': ['IT-MI'], 'id': '9ceb9473-9fa6-4077-be05-02113549dd87', 'name': 'Milano'}",IT,,,,6fea1339-260c-40fe-bb7a-ace5c8438955,,,,{'begin': '1994'},Lacuna Coil,Lacuna Coil,Group
1085,"{'sort-name': 'Norway', 'id': '6743d351-6f37-3049-9724-5041161fff4d', 'name': 'Norway', 'iso-3166-1-code-list': ['NO']}","{'sort-name': 'Oslo', 'iso-3166-2-code-list': ['NO-03'], 'id': 'f80d529e-f242-46ef-a090-d193ed23075f', 'name': 'Oslo'}",NO,"Norwegian metal group, known as Turboneger in Norway",,,6ee1ab2b-885c-4c91-b9a5-46b3f6769812,,,,{'begin': '1988'},Turbonegro,Turbonegro,Group
