,area,begin-area,country,disambiguation,end-area,gender,id,ipi,ipi-list,isni-list,life-span,name,sort-name,type
478,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Los Angeles', 'id': '1f40c6e1-47ba-4e35-996f-fe6ee5840e62', 'name': 'Los Angeles'}",US,,,,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,,,,{'begin': '1983-06'},Megadeth,Megadeth,Group
479,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Memphis', 'id': 'c2d96f61-75a4-4375-aed5-6aacb0b6326a', 'name': 'Memphis'}",US,Christian rock band,,,16a43d5e-c52d-4eaa-9c3b-00b2c1d8e816,,,,{'begin': '1996'},Skillet,Skillet,Group
480,"{'sort-name': 'Australia', 'id': '106e0bec-b638-3b37-b731-f53d507dc00e', 'name': 'Australia', 'iso-3166-1-code-list': ['AU']}","{'sort-name': 'Melbourne', 'id': 'b4e9352c-8edf-4911-8fa3-e852afa30501', 'name': 'Melbourne'}",AU,,,,ccda046a-2674-4f7d-97e6-f23d6c156432,,,['0000000121662634'],{'begin': '1981'},Dead Can Dance,Dead Can Dance,Group
481,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Houston', 'id': 'c920948b-83e3-40b7-8fe9-9ab5abaac55b', 'name': 'Houston'}",US,,,,a81259a0-a2f5-464b-866e-71220f2739f1,,,['0000000122906688'],{'begin': '1969'},ZZ Top,ZZ Top,Group
482,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Stratford', 'id': 'a17b36e3-ad5c-4f6d-bb51-77c99ef25ae6', 'name': 'Stratford'}",GB,,,Male,c3161cf7-cab1-4409-9b1f-876561dd7716,,,['0000000114893709'],{'begin': '1944-03-23'},Michael Nyman,"Nyman, Michael",Person
483,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}",US,,,,b1168a9c-a946-4a5c-a005-62fc632dfa0c,,,,{'begin': '2000'},Team Sleep,Team Sleep,Group
484,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}","{'sort-name': 'Kiel', 'id': 'a96d2d8a-ebc3-4845-8e75-1f5be66c38e7', 'name': 'Kiel'}",DE,,,Male,29f6333a-b4c8-4416-8fdf-598bcef1122a,00269917314,['00269917314'],['0000000121392582'],{'begin': '1977'},Ulrich Schnauss,"Schnauss, Ulrich",Person
485,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Alexandria', 'id': '505da2f1-075d-4bcc-9f87-5908795ffe1f', 'name': 'Alexandria'}",US,,,Female,e13d2935-8c42-4c0a-96d7-654062acf106,00261592169,['00261592169'],"['000000011476726X', '0000000132612309']",{'begin': '1970-09-08'},Neko Case,"Case, Neko",Person
486,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}",,DE,,,,a7a1d1ff-1aa7-4a91-a066-cf48976bf92e,,,,{'begin': '2001'},Culcha Candela,Culcha Candela,Group
487,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Huntington', 'id': 'c9c39cb4-c978-4a00-97ed-9f8831dab11d', 'name': 'Huntington'}",US,,,Female,494e8d09-f85b-4543-892f-a5096aed1cd4,00227453081,['00227453081'],['0000000114722280'],{'begin': '1970-03-27'},Mariah Carey,"Carey, Mariah",Person
488,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Boston', 'id': 'e331bfdf-b908-429c-a79b-710cf9c06abb', 'name': 'Boston'}",US,,,,bb1f91d2-1b54-4ee5-b55a-626492a5904f,,,,{'begin': '1999-06-08'},Freezepop,Freezepop,Group
489,"{'sort-name': 'Netherlands', 'id': 'ef1b7cc0-cd26-36f4-8ea0-04d9623786c7', 'name': 'Netherlands', 'iso-3166-1-code-list': ['NL']}",,NL,,,,7bbfd77c-1102-4831-9ba8-246fb67460b3,,,,{'begin': '1995'},Ayreon,Ayreon,Group
490,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}","{'sort-name': 'Leipzig', 'id': '20619e36-fca8-4499-bcc8-be01a3ea3e41', 'name': 'Leipzig'}",DE,,,Male,a5f92d47-b562-4582-b267-71963a515f4c,00289754009,['00289754009'],['0000000116791933'],{'begin': '1977-06-12'},Paul Kalkbrenner,"Kalkbrenner, Paul",Person
491,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'San Diego', 'id': '82f3a697-ba65-404d-a1ed-360147af7d10', 'name': 'San Diego'}",US,"2000s San Diego, USA metalcore","{'sort-name': 'California', 'iso-3166-2-code-list': ['US-CA'], 'id': 'ae0110b6-13d4-4998-9116-5b926287aa23', 'name': 'California'}",,ba147ea0-60c4-4a40-9da6-0d5c2b2e7b03,,,,"{'ended': 'true', 'begin': '2000', 'end': '2013-05-07'}",As I Lay Dying,As I Lay Dying,Group
492,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'New York', 'id': '74e50e58-5deb-4b99-93a2-decbb365c07f', 'name': 'New York'}",US,,,,a4f54716-24d9-4c6b-8ba7-1d7e7a5173d0,,,,{'begin': '1998'},Fischerspooner,Fischerspooner,Group
493,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Staten Island', 'id': 'a8c1d0e2-0837-454c-afa9-4190b3fe4d92', 'name': 'Staten Island'}",US,,,Female,1fc494a1-9109-4081-a455-2d05bea9d2bf,00436938816,['00436938816'],['0000000055593983'],{'begin': '1979-12-08'},Ingrid Michaelson,"Michaelson, Ingrid",Person
494,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Malibu', 'id': 'fb0c4113-d177-4f3f-be56-4fa05d4807b9', 'name': 'Malibu'}",US,,,Female,efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9,00520840190,['00520840190'],['0000000078492384'],{'begin': '1985-05-28'},Colbie Caillat,"Caillat, Colbie",Person
495,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Cardiff', 'iso-3166-2-code-list': ['GB-CRF'], 'id': 'f0b226db-8e22-40e6-9a53-d839cfec6228', 'name': 'Cardiff'}",GB,,,,c5f5dc27-3059-49c0-ae45-5009a01bb9ec,,,['0000000121613066'],{'begin': '1995'},Super Furry Animals,Super Furry Animals,Group
496,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Ukiah', 'id': '4769b871-ac88-4496-a09f-13b3715b552e', 'name': 'Ukiah'}",US,US rock band,,,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,,,,{'begin': '1991'},AFI,AFI,Group
497,"{'sort-name': 'Canada', 'id': '71bbafaa-e825-3e15-8ca9-017dcad1748b', 'name': 'Canada', 'iso-3166-1-code-list': ['CA']}","{'sort-name': 'Ottawa', 'id': 'bbc88d72-1f32-4936-8dc6-b62b3318e1c4', 'name': 'Ottawa'}",CA,,,Female,4bdcee62-4902-4773-8cd1-e252e2e31225,00185767518,"['00185767518', '00201037340']",['0000000078391364'],{'begin': '1974-06-01'},Alanis Morissette,"Morissette, Alanis",Person
498,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Abingdon-on-Thames', 'id': 'd840d4b3-8987-4626-928b-398de760cc24', 'name': 'Abingdon-on-Thames'}",GB,,,,a74b1b7f-71a5-4011-9441-d0b5e4122711,,,['0000000115475162'],{'begin': '1991'},Radiohead,Radiohead,Group
499,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Dallas', 'id': 'e96f1c0d-721b-470d-a9c4-0aa2d89cf9e7', 'name': 'Dallas'}",US,,"{'sort-name': 'East Troy', 'id': '47af660b-0422-4995-8fb7-8ee1df0ccb54', 'name': 'East Troy'}",Male,f5426431-f490-4678-ad44-a75c71097bb4,,,['0000000385476923'],"{'ended': 'true', 'begin': '1954-10-03', 'end': '1990-08-27'}",Stevie Ray Vaughan,"Vaughan, Stevie Ray",Person
500,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}",,SE,,,Male,1c3e52cd-c0c5-4220-85d9-ebdb6a26d056,,,['0000000053643203'],{'begin': '1975-03-16'},Moneybrother,Moneybrother,Person
501,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Mechanicsburg', 'id': '0447a9fe-a687-4bcd-902e-08467a6a736d', 'name': 'Mechanicsburg'}",US,US glam metal band,,,c79c43d4-cbed-4373-89ce-6560f62eb7d8,,,,{'begin': '1983'},Poison,Poison,Group
502,"{'sort-name': 'Iceland', 'id': '48802a32-075a-3805-a183-277c66047693', 'name': 'Iceland', 'iso-3166-1-code-list': ['IS']}",,IS,,,,93560313-3950-43b9-ac4f-7ea3b4e79e60,,,,{'begin': '1998'},Amiina,Amiina,Group
503,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}",GB,English rock band,,,93ccd76c-3790-4435-a8bf-02bc26294b93,,,,{'begin': '1992'},Bush,Bush,Group
504,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Ruston', 'id': '970c9f3c-4b1c-4860-991d-f687632e8937', 'name': 'Ruston'}",US,,,,a506f761-2c22-4b2f-8a94-bd748c2c8f75,,,,"{'ended': 'true', 'begin': '1989', 'end': '1998'}",Neutral Milk Hotel,Neutral Milk Hotel,Group
505,"{'sort-name': 'Puerto Rico', 'iso-3166-2-code-list': ['US-PR'], 'id': '3906cf32-00a7-32df-93cc-4710c5f5a542', 'name': 'Puerto Rico', 'iso-3166-1-code-list': ['PR']}",,PR,,,Male,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,,,,{'begin': '1977-02-03'},Daddy Yankee,Daddy Yankee,Person
506,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Austin', 'id': '58d2816b-daf9-4fc5-962c-06967f14a5e5', 'name': 'Austin'}",US,US rapper,,Male,811900b2-68fc-4d41-8bad-69b7a1f4d628,00344584645,['00344584645'],['0000000078402174'],{'begin': '1974-11-02'},Nelly,Nelly,Person
507,"{'sort-name': 'Spain', 'id': '471c46a7-afc5-31c4-923c-d0444f5053a4', 'name': 'Spain', 'iso-3166-1-code-list': ['ES']}","{'sort-name': 'Madrid', 'id': '9ddf829c-48ee-4457-a80d-f7370f24f2ec', 'name': 'Madrid'}",ES,,,,2de794c8-8826-48d0-90e0-6900183ba9e0,,,,{'begin': '1994'},Ska-P,Ska-P,Group
508,"{'sort-name': 'Seattle', 'id': '10adc6b5-63bf-4b4e-993e-ed83b05c22fc', 'name': 'Seattle'}",,,,,,7509421d-1074-442f-be8f-b526167afcb3,,,['0000000122987094'],{'begin': '1993'},The Presidents of the United States of America,"Presidents of the United States of America, The",Group
509,"{'sort-name': 'Canada', 'id': '71bbafaa-e825-3e15-8ca9-017dcad1748b', 'name': 'Canada', 'iso-3166-1-code-list': ['CA']}","{'sort-name': 'Ottawa', 'id': 'bbc88d72-1f32-4936-8dc6-b62b3318e1c4', 'name': 'Ottawa'}",CA,Canadian Thrash Metal Band,,,c30ebe30-514f-4e6d-823a-19adf0225a56,,,['000000011547555X'],{'begin': '1984'},Annihilator,Annihilator,Group
510,"{'sort-name': 'Norway', 'id': '6743d351-6f37-3049-9724-5041161fff4d', 'name': 'Norway', 'iso-3166-1-code-list': ['NO']}","{'sort-name': 'Troms\xc3\xb8', 'id': '8bd9b44c-3b6c-4652-b830-204797952f41', 'name': 'Troms\xc3\xb8'}",NO,,,,1c70a3fc-fa3c-4be1-8b55-c3192db8a884,,,,{'begin': '1998'},Röyksopp,Röyksopp,Group
511,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}","{'sort-name': 'Cologne', 'id': 'b8a2776a-eedf-48ea-a6f3-1a9070f0b823', 'name': 'Cologne'}",DE,German rock band,,,13501c7d-d181-45ba-af52-5f101d8516a0,,,,"{'ended': 'true', 'begin': '1968', 'end': '1991'}",Can,Can,Group
512,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Brooklyn', 'id': 'a71b0d32-7752-49e9-8594-2247ad6ac12c', 'name': 'Brooklyn'}",US,,,Male,550cb78b-4995-4873-baea-76ef265531f5,,,['0000000078390871'],{'begin': '1966-08-22'},GZA/Genius,GZA/Genius,Person
513,"{'sort-name': 'Berlin', 'iso-3166-2-code-list': ['DE-BE'], 'id': 'c9ac1239-e832-41bc-9930-e252a1fd1105', 'name': 'Berlin'}",,,,,,8ebd161e-f45e-41b9-8019-fcbd094c327f,,,,{'begin': '1995'},In Extremo,In Extremo,Group
514,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Liverpool', 'iso-3166-2-code-list': ['GB-LIV'], 'id': 'c249c30e-88ab-4b2f-a745-96a25bd7afee', 'name': 'Liverpool'}",GB,,,,6290b769-173d-49d1-990e-660a4e333877,,,,"{'ended': 'true', 'begin': '2001', 'end': '2009'}",The Zutons,"Zutons, The",Group
515,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}","{'sort-name': 'Gladbeck', 'id': 'c01b5cb0-0efb-496d-a5f8-b081cdcc98c5', 'name': 'Gladbeck'}",DE,German classic/speed metal band,,,ed114045-8462-4b49-89ae-527fa2544a2b,,,['0000000115047328'],{'begin': '1980'},Grave Digger,Grave Digger,Group
516,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}",,GB,,,,854b0687-f9fc-4109-b59f-dbe84ebc5de6,,,,{'begin': '2005'},Scouting for Girls,Scouting for Girls,Group
517,"{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}","{'sort-name': 'Limerick', 'id': '1063266a-afe6-4fb3-ab51-0d290a79f979', 'name': 'Limerick'}",,,,Male,f22942a1-6f70-4f48-866e-238cb2308fbd,00176951139,['00176951139'],['0000000114494679'],{'begin': '1971-08-18'},Aphex Twin,Aphex Twin,Person
518,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'New York', 'iso-3166-2-code-list': ['US-NY'], 'id': '75e398a3-5f3f-4224-9cd8-0fe44715bc95', 'name': 'New York'}",US,,,,a8ebde98-7e91-46c7-992c-90039ba42017,,,['0000000121119957'],{'begin': '1987'},De La Soul,De La Soul,Group
519,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}","{'sort-name': 'Herne', 'id': 'a66a5bd1-0e75-4ac9-a03d-b1755c7bc0a9', 'name': 'Herne'}",DE,German metal band,,,2a90aa9c-d2ff-49fd-a8e5-2463f657eb45,,,,{'begin': '1986'},Rage,Rage,Group
520,"{'sort-name': 'Spain', 'id': '471c46a7-afc5-31c4-923c-d0444f5053a4', 'name': 'Spain', 'iso-3166-1-code-list': ['ES']}","{'sort-name': 'Zaragoza', 'id': 'e9ccdb59-01e3-4016-abb5-43af8e13ac34', 'name': 'Zaragoza'}",ES,,,Male,9047fd95-770f-4a8a-a6e3-3b071a882e4d,,,,{'begin': '1967-08-11'},Bunbury,Bunbury,Person
521,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Hamlet', 'id': 'aadf903b-960e-49b5-9e80-083a65f552ce', 'name': 'Hamlet'}",US,,"{'sort-name': 'Huntington', 'id': 'c9c39cb4-c978-4a00-97ed-9f8831dab11d', 'name': 'Huntington'}",Male,b625448e-bf4a-41c3-a421-72ad46cdb831,00006572202,['00006572202'],['000000012280792X'],"{'ended': 'true', 'begin': '1926-09-23', 'end': '1967-07-17'}",John Coltrane,"Coltrane, John",Person
522,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Milford', 'disambiguation': 'borough', 'id': '6e24b85b-f261-4c8f-8dc3-ccb86465aec7', 'name': 'Milford'}",US,,,Female,c1a61bb0-e4fe-4064-bc8d-954a2dafda79,00355355455,['00355355455'],['0000000055178202'],{'begin': '1980-08-16'},Vanessa Carlton,"Carlton, Vanessa",Person
523,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'New York', 'id': '74e50e58-5deb-4b99-93a2-decbb365c07f', 'name': 'New York'}",US,,,,0cee95e3-a61d-4cd1-a39c-75464a05b606,,,,{'begin': '2003'},Easy Star All‐Stars,Easy Star All‐Stars,Group
524,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Essex', 'iso-3166-2-code-list': ['GB-ESS'], 'id': 'c58e25fa-9d99-4ff3-b4b8-a7e7b2cf452c', 'name': 'Essex'}",GB,,,,e21857d5-3256-4547-afb3-4b6ded592596,,,['0000000114814345'],{'begin': '1999'},Gorillaz,Gorillaz,Group
525,"{'sort-name': 'Italy', 'id': 'c6500277-9a3d-349b-bf30-41afdbf42add', 'name': 'Italy', 'iso-3166-1-code-list': ['IT']}","{'sort-name': 'Lajatico', 'id': '747944ca-df01-4dec-924a-1d37b6e29c09', 'name': 'Lajatico'}",IT,,,Male,c5a0a216-c33c-42dc-92b8-4b60236f8dad,,,['0000000114943462'],{'begin': '1958-09-22'},Andrea Bocelli,"Bocelli, Andrea",Person
526,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Chicago', 'id': '29a709d8-0320-493e-8d0c-f2c386662b7f', 'name': 'Chicago'}",US,,,,e132d370-2a59-4437-8610-756df28a5a02,,,,{'begin': '1998'},OK Go,OK Go,Group
527,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Kensington', 'id': 'a37eca4d-c1e2-48a3-bcba-61796db97ebf', 'name': 'Kensington'}",GB,English composer and impresario of musical theatre,,Male,980ee2d8-2ee9-407b-b48e-48360fbc7437,,,['0000000120266779'],{'begin': '1948-03-22'},Andrew Lloyd Webber,"Lloyd Webber, Andrew",Person
528,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Santa Monica', 'id': 'dbacf2e3-7e3e-4cee-8804-999b109285fa', 'name': 'Santa Monica'}",US,,,Female,cf119120-7df5-47d7-9dec-49f8837a4e40,00126291879,['00126291879'],['0000000080956475'],{'begin': '1959-07-11'},Suzanne Vega,"Vega, Suzanne",Person
529,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}",GB,UK rock group,,,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,,,['0000000115265309'],{'begin': '1970-06-27'},Queen,Queen,Group
530,"{'sort-name': 'Portland', 'id': '2b748d6e-bc1c-4434-9f7b-ecd6332bc557', 'name': 'Portland'}","{'sort-name': 'Portland', 'id': '2b748d6e-bc1c-4434-9f7b-ecd6332bc557', 'name': 'Portland'}",,,,,ad386705-fb8c-40ec-94d7-e690e079e979,,,,{'begin': '2000'},Menomena,Menomena,Group
531,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}","{'sort-name': 'Berlin', 'iso-3166-2-code-list': ['DE-BE'], 'id': 'c9ac1239-e832-41bc-9930-e252a1fd1105', 'name': 'Berlin'}",DE,,,Female,2ff63f00-0954-4b14-9007-e19b822fc8b2,,,['000000041653105X'],{'begin': '1969'},Ellen Allien,"Allien, Ellen",Person
532,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'New Braunfels', 'id': '514ebb86-1976-4aa0-b36a-6abe52aa982c', 'name': 'New Braunfels'}",US,,,,c2c70ed6-5f10-445c-969f-2c16bc9a4c2e,,,['0000000110910778'],{'begin': '1993'},Sixpence None the Richer,Sixpence None the Richer,Group
533,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Perth', 'id': '5d5adcf9-6f4d-47b9-9a61-4ccbf919b3b1', 'name': 'Perth'}",GB,,,,c0252a1b-0133-46bb-8c4f-cade46349ec3,,,,{'begin': '2007'},Alestorm,Alestorm,Group
534,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}",GB,British 1960s rock supergroup,,,04cd0cfd-bfd1-4c36-bc38-95c35e2c045f,,,['0000000123245877'],"{'ended': 'true', 'begin': '1966-07', 'end': '1968-11'}",Cream,Cream,Group
535,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}",,US,SF Bay Area indie filmmaker & power pop singer-songwriter,,Male,2c1828a2-e46b-4ade-a6e9-065ca265d679,,,,,Chris Brown,"Brown, Chris",Person
536,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Cambridge', 'id': '11ba7f4f-3fb9-4b4b-a72f-ab1cd9c37d99', 'name': 'Cambridge'}",GB,,,Male,1dce970e-34bc-48b2-ab51-48d87544a4c2,00041695577,['00041695577'],['0000000114532786'],{'begin': '1946-03-06'},David Gilmour,"Gilmour, David",Person
537,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Huntington Beach', 'id': 'a7e6070e-3afd-423e-bd10-faf0d53e4778', 'name': 'Huntington Beach'}",US,,,Male,fa7ed4fb-fa39-4820-8ae1-5fe98bc2ef8d,,,['0000000055210209'],{'begin': '1982-06-16'},Matt Costa,"Costa, Matt",Person
538,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Van Nuys', 'id': '4dba3eb0-3541-4ac6-bc8e-7c63bf8b4d47', 'name': 'Van Nuys'}",US,American rock group,,,aab5c954-cabe-432e-899e-1c4f99757327,,,['0000000122648623'],"{'ended': 'true', 'begin': '1977', 'end': '2008-06'}",Toto,Toto,Group
539,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'New York', 'id': '74e50e58-5deb-4b99-93a2-decbb365c07f', 'name': 'New York'}",US,,,,d6ed7887-a401-47a8-893c-34b967444d26,,,['0000000115509887'],"{'ended': 'true', 'begin': '1974-01', 'end': '1996'}",Ramones,Ramones,Group
540,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Southampton', 'iso-3166-2-code-list': ['GB-STH'], 'id': '32950a38-9edd-42fd-aec9-26128507ff06', 'name': 'Southampton'}",GB,,,Male,1b3e92d4-1c68-412d-a92d-1172f24f7de3,,,['0000000055219211'],{'begin': '1972-01-17'},Aqualung,Aqualung,Person
541,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Glendale', 'id': '6db2e45d-d7f3-43da-ac0b-7ba5ca627373', 'name': 'Glendale'}",US,,,,cc0b7089-c08d-4c10-b6b0-873582c17fd6,,,['0000000121055332'],{'begin': '1994'},System of a Down,System of a Down,Group
542,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Southampton', 'iso-3166-2-code-list': ['GB-STH'], 'id': '32950a38-9edd-42fd-aec9-26128507ff06', 'name': 'Southampton'}",GB,,,Male,89e39f67-65cc-4f90-b145-b1b56c209f8a,00274551555,['00274551555'],['0000000116009227'],{'begin': '1981-05-05'},Craig David,"David, Craig",Person
